Id,Name,DayTrend30,Members
11933,Malediction shard 3,+14.0%,true
22192,Maple bird house,+4.0%,true
6420,Maple blackjack(d),+1.0%,true
6418,Maple blackjack(o),+14.0%,true
851,Maple longbow,+12.0%,false
62,Maple longbow (u),+10.0%,true
6047,Maple roots,+8.0%,true
5372,Maple sapling,+5.0%,true
5314,Maple seed,+5.0%,true
22257,Maple shield,+20.0%,true
853,Maple shortbow,+1.0%,false
64,Maple shortbow (u),+65.0%,true
9847,Marble cape rack,+14.0%,true
9858,Marble magic wardrobe,+20.0%,true
5765,Mature cider,+4.0%,true
5741,Mature wmb,+4.0%,true
2327,Meat pie,+1.0%,false
6400,Menaphite red hat,+40.0%,true
21649,Merfolk trident,+20.0%,true
5801,Mind bomb(4),+2.0%,true
5881,Mind bomb(m4),+3.0%,true
9731,Mind shield,+9.0%,true
1448,Mind talisman,+338.0%,false
5014,Mining helmet,+40.0%,true
9475,Mint cake,+14.0%,true
4695,Mist rune,+46.0%,true
9181,Mith crossbow,+9.0%,true
9416,Mith grapple tip,+7.0%,true
889,Mithril arrow(p),+2.0%,true
5619,Mithril arrow(p+),+4.0%,true
5625,Mithril arrow(p++),+3.0%,true
1369,Mithril battleaxe,+1.0%,false
9296,Mithril bolts (p+),+0.0%,true
9303,Mithril bolts (p++),+7.0%,true
4793,Mithril brutal,+18.0%,true
815,Mithril dart(p),+6.0%,true
5632,Mithril dart(p+),+4.0%,true
5639,Mithril dart(p++),+8.0%,true
1197,Mithril kiteshield,+2.0%,false
873,Mithril knife(p),+8.0%,true
5657,Mithril knife(p+),+3.0%,true
5664,Mithril knife(p++),+6.0%,true
1299,Mithril longsword,+0.0%,false
447,Mithril ore,+1.0%,false
1273,Mithril pickaxe,+0.0%,false
1121,Mithril platebody,+0.0%,false
1329,Mithril scimitar,+5.0%,false
13000,Mithril set (lg),+1.0%,false
13002,Mithril set (sk),+10.0%,false
1243,Mithril spear,+5.0%,true
1181,Mithril sq shield,+1.0%,false
1285,Mithril sword,+3.0%,false
803,Mithril thrownaxe,+8.0%,true
542,Monk's robe,+1.0%,false
2974,Mort myre pear,+13.0%,true
2972,Mort myre stem,+9.0%,true
12406,Mort'ton teleport,+20.0%,true
22832,Mottled eel,+11.0%,true
6562,Mud battlestaff,+4.0%,true
7170,Mud pie,+5.0%,true
4698,Mud rune,+39.0%,true
991,Muddy key,+20.0%,false
6004,Mushroom,+14.0%,true
21690,Mushroom pie,+1.0%,true
7058,Mushroom potato,+4.0%,true
12746,Mysterious emblem,+23.0%,true
1405,Mystic air staff,+0.0%,true
23059,Mystic boots (dusk),+196.0%,true
4117,Mystic boots (light),+13.0%,true
1407,Mystic earth staff,+0.0%,true
1401,Mystic fire staff,+0.0%,true
4095,Mystic gloves,+1.0%,true
4105,Mystic gloves (dark),+3.0%,true
23056,Mystic gloves (dusk),+153.0%,true
4089,Mystic hat,+3.0%,true
23047,Mystic hat (dusk),+232.0%,true
4109,Mystic hat (light),+14.0%,true
6563,Mystic mud staff,+9.0%,true
4093,Mystic robe bottom,+0.0%,true
4103,Mystic robe bottom (dark),+0.0%,true
23053,Mystic robe bottom (dusk),+284.0%,true
4113,Mystic robe bottom (light),+0.0%,true
10937,Nail beast nails,+27.0%,true
12402,Nardah teleport,+5.0%,true
1462,Nature talisman,+19.0%,true
5541,Nature tiara,+6.0%,true
12325,Navy cavalier,+7.0%,true
19547,Necklace of anguish,+4.0%,true
21157,Necklace of faith,+1.0%,true
8578,Oak bed,+10.0%,true
8564,Oak bench,+4.0%,true
6410,Oak blackjack(d),+3.0%,true
6408,Oak blackjack(o),+8.0%,true
8512,Oak bookcase,+50.0%,true
8502,Oak chair,+28.0%,true
845,Oak longbow,+20.0%,false
56,Oak longbow (u),+20.0%,true
6043,Oak roots,+31.0%,true
54,Oak shortbow (u),+142.0%,true
9442,Oak stock,+100.0%,true
9849,Oak toy box,+8.0%,true
21279,Obsidian armour set,+1.0%,true
6568,Obsidian cape,+2.0%,true
20050,Obsidian cape (r),+6.0%,true
21298,Obsidian helmet,+5.0%,true
12002,Occult necklace,+25.0%,true
20065,Occult ornament kit,+38.0%,true
11928,Odium shard 1,+0.0%,true
11930,Odium shard 3,+20.0%,true
2866,Ogre arrow,+19.0%,true
13190,Old school bond,+9.0%,false
1957,Onion,+4.0%,false
6573,Onyx,+1.0%,true
9245,Onyx bolts (e),+0.0%,true
21950,Onyx dragon bolts (e),+2.0%,true
21117,Opal bracelet,+9.0%,true
21932,Opal dragon bolts (e),+0.0%,true
6313,Opal machete,+18.0%,true
8560,Opulent table,+4.0%,true
2108,Orange,+25.0%,true
7321,Orange boater,+10.0%,true
2470,Orange flowers,+16.0%,true
10146,Orange salamander,+163.0%,true
5972,Papaya fruit,+28.0%,true
13173,Partyhat set,+13.0%,false
6697,Pat of butter,+3.0%,true
9238,Pearl bolts (e),+20.0%,true
13237,Pegasian boots,+4.0%,true
12428,Penguin mask,+91.0%,true
12407,Pest control teleport,+0.0%,true
9050,Pharaoh's sceptre,+11.0%,true
9044,Pharaoh's sceptre (3),+6.0%,true
11090,Phoenix necklace,+1.0%,true
3398,Phrin remains,+1.0%,true
7162,Pie recipe book,+9.0%,true
351,Pike,+45.0%,false
4689,Pile of salt,+9.0%,true
2048,Pineapple punch,+7.0%,true
626,Pink boots,+11.0%,true
6959,Pink cape,+5.0%,true
12339,Pink elegant blouse,+58.0%,true
1013,Pink skirt,+38.0%,false
7112,Pirate bandana,+17.0%,true
7124,Pirate bandana,+5.0%,true
7114,Pirate boots,+90.0%,true
7132,Pirate leggings,+2.0%,true
2651,Pirate's hat,+4.0%,true
20260,Piscarilius banner,+3.0%,true
12516,Pith helmet,+3.0%,true
1865,Pitta bread,+9.0%,true
2283,Pizza base,+4.0%,false
2289,Plain pizza,+4.0%,false
6036,Plant cure,+5.0%,true
197,Poison chalice,+14.0%,true
10117,Polar kebbit fur,+13.0%,true
1931,Pot,+75.0%,false
4440,Pot lid,+18.0%,true
7468,Pot of cornflour,+31.0%,true
2130,Pot of cream,+12.0%,true
1942,Potato,+42.0%,false
3138,Potato cactus,+57.0%,true
6703,Potato with butter,+2.0%,true
5438,Potatoes(10),+40.0%,true
11467,Prayer mix(1),+7.0%,true
11465,Prayer mix(2),+2.0%,true
2229,Premade choc bomb,+4.0%,true
2034,Premade fr' blast,+4.0%,true
2243,Premade t'd crunch,+11.0%,true
426,Priest gown,+65.0%,false
13239,Primordial boots,+12.0%,true
13231,Primordial crystal,+13.0%,true
9670,Proselyte harness f,+0.0%,true
9666,Proselyte harness m,+2.0%,true
9678,Proselyte tasset,+1.0%,true
12311,Purple boater,+30.0%,true
2934,Purple boots,+13.0%,true
10418,Purple elegant legs,+9.0%,true
10438,Purple elegant skirt,+3.0%,true
10326,Purple firelighter,+81.0%,true
10031,Rabbit snare,+100.0%,true
10136,Rainbow fish,+18.0%,true
5341,Rake,+20.0%,true
2577,Ranger boots,+4.0%,true
11511,Ranging mix(1),+8.0%,true
363,Raw bass,+14.0%,true
2136,Raw bear meat,+17.0%,false
2132,Raw beef,+62.0%,false
9978,Raw bird meat,+23.0%,true
2138,Raw chicken,+71.0%,false
2876,Raw chompy,+32.0%,true
11934,Raw dark crab,+5.0%,true
345,Raw herring,+9.0%,false
3142,Raw karambwan,+17.0%,true
377,Raw lobster,+13.0%,false
353,Raw mackerel,+2.0%,true
7944,Raw monkfish,+9.0%,true
2337,Raw oomlie,+12.0%,true
349,Raw pike,+36.0%,false
3226,Raw rabbit,+4.0%,true
10138,Raw rainbow fish,+14.0%,true
2134,Raw rat meat,+6.0%,false
327,Raw sardine,+127.0%,false
3379,Raw slimy eel,+26.0%,true
359,Raw tuna,+20.0%,false
1859,Raw ugthanki meat,+1.0%,true
7206,Raw wild pie,+4.0%,true
12247,Red beret,+64.0%,true
7319,Red boater,+12.0%,true
1007,Red cape,+29.0%,false
12323,Red cavalier,+35.0%,true
2501,Red d'hide body,+1.0%,true
2495,Red d'hide chaps,+1.0%,true
2489,Red d'hide vamb,+2.0%,true
2507,Red dragon leather,+7.0%,true
1749,Red dragonhide,+10.0%,true
12869,Red dragonhide set,+1.0%,true
7329,Red firelighter,+61.0%,true
1057,Red halloween mask,+2.0%,false
2910,Red hat,+0.0%,true
1038,Red partyhat,+11.0%,false
10147,Red salamander,+35.0%,true
10083,Red spiky vambs,+0.0%,true
22204,Redwood bird house,+4.0%,true
19672,Redwood pyre logs,+6.0%,true
22266,Redwood shield,+1.0%,true
4842,Relicym's balm(4),+41.0%,true
127,Restore potion(3),+5.0%,true
2430,Restore potion(4),+12.0%,true
21820,Revenant ether,+11.0%,true
1025,Right eye patch,+14.0%,true
2552,Ring of dueling(8),+0.0%,true
2568,Ring of forging,+27.0%,true
19550,Ring of suffering,+17.0%,true
12601,Ring of the gods,+44.0%,true
2572,Ring of wealth,+2.0%,true
12783,Ring of wealth scroll,+6.0%,true
9988,Roast beast meat,+5.0%,true
9980,Roast bird meat,+7.0%,true
2581,Robin hood hat,+1.0%,true
6157,Rock-shell chunk,+1.0%,true
6130,Rock-shell legs,+3.0%,true
6161,Rock-shell splinter,+2.0%,true
954,Rope,+51.0%,false
9339,Ruby bolts,+1.0%,true
11085,Ruby bracelet,+1.0%,true
21967,Ruby dragon bolts,+10.0%,true
21944,Ruby dragon bolts (e),+11.0%,true
1641,Ruby ring,+11.0%,false
1319,Rune 2h sword,+0.0%,false
892,Rune arrow,+67.0%,true
5627,Rune arrow(p++),+6.0%,true
44,Rune arrowtips,+1.0%,true
1359,Rune axe,+0.0%,false
1373,Rune battleaxe,+0.0%,false
4131,Rune boots,+0.0%,true
12379,Rune cane,+1.0%,true
1113,Rune chainbody,+0.0%,false
3101,Rune claws,+1.0%,true
9185,Rune crossbow,+2.0%,true
1213,Rune dagger,+0.0%,false
5678,Rune dagger(p+),+1.0%,true
5696,Rune dagger(p++),+27.0%,true
5634,Rune dart(p+),+2.0%,true
5641,Rune dart(p++),+8.0%,true
1163,Rune full helm,+0.0%,false
3202,Rune halberd,+2.0%,true
11377,Rune hasta,+0.0%,true
10288,Rune helm (h2),+5.0%,false
10292,Rune helm (h4),+2.0%,false
830,Rune javelin,+20.0%,true
19580,Rune javelin heads,+5.0%,true
836,Rune javelin(p),+0.0%,true
5647,Rune javelin(p+),+3.0%,true
5653,Rune javelin(p++),+4.0%,true
1201,Rune kiteshield,+0.0%,false
1303,Rune longsword,+0.0%,false
1147,Rune med helm,+0.0%,false
1275,Rune pickaxe,+0.0%,false
1127,Rune platebody,+0.0%,false
1079,Rune platelegs,+0.0%,false
1093,Rune plateskirt,+0.0%,false
3476,Rune plateskirt (g),+1.0%,false
3477,Rune plateskirt (t),+1.0%,false
1333,Rune scimitar,+0.0%,false
7336,Rune shield (h1),+2.0%,false
7354,Rune shield (h4),+5.0%,false
7360,Rune shield (h5),+0.0%,false
1247,Rune spear,+0.0%,true
1185,Rune sq shield,+0.0%,false
1289,Rune sword,+1.0%,false
805,Rune thrownaxe,+4.0%,true
9144,Runite bolts,+0.0%,true
3436,Sacred oil(1),+6.0%,true
3430,Sacred oil(4),+2.0%,true
20047,Samurai boots,+2.0%,true
6977,Sandstone (10kg),+31.0%,true
6975,Sandstone (5kg),+4.0%,true
10931,Sanfew serum(1),+4.0%,true
10929,Sanfew serum(2),+7.0%,true
10927,Sanfew serum(3),+1.0%,true
10925,Sanfew serum(4),+3.0%,true
22481,Sanguinesti staff (uncharged),+34.0%,true
1050,Santa hat,+29.0%,false
1694,Sapphire amulet,+20.0%,false
11072,Sapphire bracelet,+6.0%,true
1656,Sapphire necklace,+5.0%,false
1637,Sapphire ring,+3.0%,false
10384,Saradomin bracers,+2.0%,true
10388,Saradomin chaps,+12.0%,true
19933,Saradomin d'hide boots,+7.0%,true
13163,Saradomin dragonhide set,+0.0%,true
20074,Saradomin godsword ornament kit,+0.0%,true
6762,Saradomin mjolnir,+12.0%,true
3827,Saradomin page 1,+29.0%,true
3828,Saradomin page 2,+16.0%,true
3829,Saradomin page 3,+7.0%,true
3830,Saradomin page 4,+11.0%,true
2661,Saradomin platebody,+13.0%,false
10464,Saradomin robe legs,+14.0%,true
10458,Saradomin robe top,+6.0%,true
10470,Saradomin stole,+18.0%,true
12804,Saradomin's tear,+9.0%,true
325,Sardine,+33.0%,false
7078,Scrambled egg,+12.0%,true
22486,Scythe of vitur (uncharged),+9.0%,true
9003,Security book,+12.0%,false
6731,Seers ring,+8.0%,true
12929,Serpentine helm (uncharged),+14.0%,true
12927,Serpentine visage,+13.0%,true
21838,Shaman mask,+72.0%,false
20263,Shayzien banner,+4.0%,true
621,Ship ticket,+5.0%,true
8610,Shoe box,+100.0%,true
841,Shortbow,+89.0%,false
50,Shortbow (u),+50.0%,true
315,Shrimps,+42.0%,false
11205,Shrunk ogleroot,+5.0%,true
2976,Sickle mould,+14.0%,true
2355,Silver bar,+6.0%,false
9292,Silver bolts (p),+6.0%,true
9306,Silver bolts (p++),+3.0%,true
7650,Silver dust,+7.0%,true
442,Silver ore,+3.0%,false
9436,Sinew,+7.0%,true
6153,Skeletal gloves,+2.0%,true
6139,Skeletal top,+0.0%,true
6305,Skewer stick,+26.0%,true
5759,Slayer's respite,+3.0%,true
5761,Slayer's respite(m),+9.0%,true
4170,Slayer's staff,+15.0%,true
3162,Sliced banana,+6.0%,false
303,Small fishing net,+3.0%,false
11998,Smoke battlestaff,+1.0%,true
4697,Smoke rune,+15.0%,true
13233,Smouldering stone,+48.0%,true
7801,Snake hide,+12.0%,true
6326,Snakeskin bandana,+41.0%,true
6322,Snakeskin body,+4.0%,true
6328,Snakeskin boots,+41.0%,true
6324,Snakeskin chaps,+0.0%,true
22272,Snakeskin shield,+15.0%,true
566,Soul rune,+1.0%,true
952,Spade,+8.0%,false
2213,Spicy crunchies,+2.0%,true
9996,Spicy minced meat,+10.0%,true
9994,Spicy tomato,+8.0%,true
6291,Spider carcass,+16.0%,true
3107,Spiked boots,+8.0%,true
3393,Splitbark boots,+30.0%,true
10125,Spotted kebbit fur,+80.0%,true
10071,Spottier cape,+0.0%,true
1379,Staff,+18.0%,false
1381,Staff of air,+3.0%,false
1385,Staff of earth,+25.0%,false
1387,Staff of fire,+21.0%,false
22296,Staff of light,+0.0%,true
11791,Staff of the dead,+12.0%,true
1383,Staff of water,+0.0%,false
11787,Steam battlestaff,+28.0%,true
4694,Steam rune,+14.0%,true
1311,Steel 2h sword,+2.0%,false
887,Steel arrow(p),+3.0%,true
5624,Steel arrow(p++),+2.0%,true
1353,Steel axe,+11.0%,false
1365,Steel battleaxe,+4.0%,false
9288,Steel bolts (p),+9.0%,true
9295,Steel bolts (p+),+4.0%,true
9302,Steel bolts (p++),+6.0%,true
4123,Steel boots,+4.0%,true
4783,Steel brutal,+4.0%,true
3097,Steel claws,+13.0%,true
9459,Steel crossbow (u),+2.0%,true
1207,Steel dagger,+5.0%,false
5690,Steel dagger(p++),+2.0%,true
814,Steel dart(p),+4.0%,true
5630,Steel dart(p+),+3.0%,true
5637,Steel dart(p++),+5.0%,true
11371,Steel hasta,+2.0%,true
1193,Steel kiteshield,+8.0%,false
865,Steel knife,+3.0%,true
872,Steel knife(p),+3.0%,true
5656,Steel knife(p+),+5.0%,true
5663,Steel knife(p++),+4.0%,true
1295,Steel longsword,+4.0%,false
1141,Steel med helm,+8.0%,false
1269,Steel pickaxe,+16.0%,false
1119,Steel platebody,+1.0%,false
20184,Steel platebody (t),+3.0%,false
1069,Steel platelegs,+3.0%,false
20172,Steel platelegs (g),+0.0%,false
1083,Steel plateskirt,+1.0%,false
20175,Steel plateskirt (g),+29.0%,false
20190,Steel plateskirt (t),+14.0%,false
1325,Steel scimitar,+1.0%,false
1241,Steel spear,+50.0%,true
5722,Steel spear(p++),+1.0%,true
1281,Steel sword,+16.0%,false
802,Steel thrownaxe,+5.0%,true
2003,Stew,+5.0%,false
464,Strange fruit,+33.0%,true
7128,Stripy pirate shirt,+8.0%,true
7366,Studded chaps (g),+4.0%,false
7368,Studded chaps (t),+0.0%,false
7218,Summer pie,+5.0%,true
21978,Super antifire potion(4),+20.0%,true
149,Super attack(1),+4.0%,true
145,Super attack(3),+18.0%,true
2436,Super attack(4),+18.0%,true
11499,Super def. mix(1),+4.0%,true
11483,Super energy mix(1),+4.0%,true
4608,Super kebab,+3.0%,true
11495,Super restore mix(1),+0.0%,true
185,Superantipoison(1),+5.0%,true
181,Superantipoison(3),+0.0%,true
2448,Superantipoison(4),+8.0%,true
22124,Superior dragon bones,+21.0%,true
10149,Swamp lizard,+44.0%,true
2150,Swamp toad,+7.0%,true
10978,Swamp weed,+19.0%,true
7088,Sweetcorn,+6.0%,true
12409,Tai bwo wannai teleport,+16.0%,true
2187,Tangled toad's legs,+5.0%,true
8582,Teak bed,+4.0%,true
21521,Teak bird house,+8.0%,true
9844,Teak cape rack,+5.0%,true
8592,Teak clock,+2.0%,true
6333,Teak logs,+33.0%,true
8780,Teak plank,+0.0%,true
9863,Teak treasure chest,+4.0%,true
2932,Teal gloves,+5.0%,false
2928,Teal robe bottoms,+0.0%,true
20217,Team cape i,+10.0%,false
20214,Team cape x,+6.0%,false
4339,Team-13 cape,+6.0%,false
4345,Team-16 cape,+17.0%,false
4349,Team-18 cape,+31.0%,false
4353,Team-20 cape,+19.0%,false
4355,Team-21 cape,+5.0%,false
4367,Team-27 cape,+6.0%,false
4379,Team-33 cape,+5.0%,false
4381,Team-34 cape,+4.0%,false
4397,Team-42 cape,+7.0%,false
4403,Team-45 cape,+11.0%,false
4413,Team-50 cape,+4.0%,false
4327,Team-7 cape,+16.0%,false
4331,Team-9 cape,+0.0%,false
6285,Thatch spar dense,+7.0%,true
6281,Thatch spar light,+100.0%,true
5525,Tiara,+20.0%,false
5523,Tiara mould,+1.0%,false
8837,Timber beam,+15.0%,true
590,Tinderbox,+20.0%,false
2255,Toad batta,+5.0%,true
2217,Toad crunchies,+1.0%,true
2152,Toad's legs,+6.0%,true
6524,Toktz-ket-xil,+10.0%,true
6523,Toktz-xil-ak,+82.0%,true
6525,Toktz-xil-ek,+3.0%,true
20716,Tome of fire (empty),+0.0%,true
21105,Topaz amulet (u),+5.0%,true
9239,Topaz bolts (e),+15.0%,true
21961,Topaz dragon bolts,+6.0%,true
21087,Topaz ring,+3.0%,true
8443,Topiary hedge,+2.0%,true
4956,Torag's helm 0,+2.0%,true
19544,Tormented bracelet,+17.0%,true
21047,Torn prayer scroll,+1.0%,true
7939,Tortoise shell,+5.0%,true
20062,Torture ornament kit,+32.0%,true
12902,Toxic staff (uncharged),+7.0%,true
7763,Toy doll,+2.0%,true
6351,Tribal top,+12.0%,true
6341,Tribal top,+15.0%,true
6361,Tribal top,+2.0%,true
6371,Tribal top,+11.0%,true
361,Tuna,+17.0%,false
1885,Ugthanki kebab,+2.0%,true
1861,Ugthanki meat,+3.0%,true
1716,Unblessed symbol,+4.0%,false
12900,Uncharged toxic trident,+3.0%,true
22294,Uncharged toxic trident (e),+3.0%,true
11908,Uncharged trident,+13.0%,true
22290,Uncharged trident (e),+19.0%,true
2317,Uncooked apple pie,+7.0%,false
21684,Uncooked mushroom pie,+0.0%,true
19496,Uncut zenyte,+2.0%,true
11876,Unfinished broad bolts,+1.0%,true
1791,Unfired bowl,+14.0%,false
4438,Unfired pot lid,+4.0%,true
13151,Unholy book page set,+5.0%,true
237,Unicorn horn,+15.0%,true
235,Unicorn horn dust,+14.0%,true
7051,Unlit bug lantern,+5.0%,true
567,Unpowered orb,+13.0%,true
4825,Unstrung comp bow,+24.0%,true
19607,Unstrung heavy ballista,+0.0%,true
19604,Unstrung light ballista,+1.0%,true
1714,Unstrung symbol,+2.0%,false
3325,Vampyre dust,+150.0%,true
2195,Veg ball,+3.0%,true
2281,Vegetable batta,+7.0%,true
4757,Verac's brassard,+3.0%,true
4992,Verac's brassard 0,+0.0%,true
4755,Verac's flail,+8.0%,true
4986,Verac's flail 0,+0.0%,true
4753,Verac's helm,+18.0%,true
4980,Verac's helm 0,+2.0%,true
22446,Vial of blood,+20.0%,true
6345,Villager hat,+1.0%,true
6355,Villager hat,+3.0%,true
6349,Villager sandals,+4.0%,true
6367,Villager sandals,+0.0%,true
12802,Ward upgrade kit,+2.0%,true
6735,Warrior ring,+7.0%,true
1395,Water battlestaff,+0.0%,true
1444,Water talisman,+17.0%,false
5531,Water tiara,+300.0%,false
5982,Watermelon,+6.0%,true
5984,Watermelon slice,+8.0%,true
1823,Waterskin(4),+3.0%,true
6055,Weeds,+5.0%,true
2017,Whisky,+6.0%,true
1005,White apron,+58.0%,false
1476,White bead,+46.0%,false
2637,White beret,+49.0%,true
239,White berries,+14.0%,true
6591,White dagger,+3.0%,true
6595,White dagger(p+),+4.0%,true
6597,White dagger(p++),+4.0%,true
12763,White dark bow paint,+7.0%,true
10327,White firelighter,+13.0%,true
6623,White full helm,+1.0%,true
6629,White gloves,+3.0%,true
22932,White lily,+342.0%,true
1048,White partyhat,+16.0%,false
20269,White unicorn mask,+40.0%,true
6613,White warhammer,+0.0%,true
21518,Willow bird house,+4.0%,true
6414,Willow blackjack(d),+3.0%,true
6412,Willow blackjack(o),+17.0%,true
5933,Willow branch,+6.0%,true
847,Willow longbow,+2.0%,false
58,Willow longbow (u),+7.0%,true
22254,Willow shield,+43.0%,true
60,Willow shortbow (u),+30.0%,true
9444,Willow stock,+200.0%,true
245,Wine of zamorak,+11.0%,false
1017,Wizard hat,+62.0%,false
8576,Wooden bed,+8.0%,true
10891,Wooden cat,+17.0%,true
8498,Wooden chair,+108.0%,true
1171,Wooden shield,+51.0%,false
7433,Wooden spoon,+3.0%,true
1737,Wool,+26.0%,false
2253,Worm batta,+2.0%,true
2205,Worm crunchies,+8.0%,true
2191,Worm hole,+7.0%,true
10818,Yak-hide,+0.0%,true
10824,Yak-hide armour,+41.0%,true
5998,Yanillian hops,+3.0%,true
1472,Yellow bead,+141.0%,false
2914,Yellow boots,+1.0%,true
1023,Yellow cape,+6.0%,false
2466,Yellow flowers,+35.0%,true
2920,Yellow hat,+5.0%,true
1040,Yellow partyhat,+26.0%,false
22198,Yew bird house,+1.0%,true
1515,Yew logs,+15.0%,false
855,Yew longbow,+0.0%,true
66,Yew longbow (u),+13.0%,true
3446,Yew pyre logs,+0.0%,true
10368,Zamorak bracers,+10.0%,true
189,Zamorak brew(3),+2.0%,true
10372,Zamorak chaps,+41.0%,true
10374,Zamorak coif,+1.0%,true
10370,Zamorak d'hide,+7.0%,true
19936,Zamorak d'hide boots,+12.0%,true
13161,Zamorak dragonhide set,+16.0%,true
11808,Zamorak godsword,+13.0%,true
20077,Zamorak godsword ornament kit,+4.0%,true
6764,Zamorak mjolnir,+10.0%,true
1033,Zamorak monk bottom,+10.0%,false
1035,Zamorak monk top,+17.0%,false
3831,Zamorak page 1,+13.0%,true
3833,Zamorak page 3,+2.0%,true
3834,Zamorak page 4,+6.0%,true
3478,Zamorak plateskirt,+0.0%,false
10468,Zamorak robe legs,+12.0%,true
10474,Zamorak stole,+50.0%,true
20749,Zamorak's grapes,+28.0%,true
11889,Zamorakian hasta,+11.0%,true
11824,Zamorakian spear,+11.0%,true
19541,Zenyte amulet,+1.0%,true
19532,Zenyte bracelet,+1.0%,true
19535,Zenyte necklace,+7.0%,true
19538,Zenyte ring,+1.0%,true
19529,Zenyte shard,+6.0%,true
19912,Zombie head,+0.0%,true
